Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,TotalPastDueIncidents,DebtRatioBucket,AgeBand,RiskProbability,RiskTier
63951,0,0.0,72,0,0.054060434,4235.0,3,0,1,0,0.0,0,Low (<20%),70+,0.12763518886107741,Low Risk
63952,0,0.065471904,66,0,0.756747751,3000.0,7,0,1,0,0.0,0,High (60-100%),60-69,0.1786717479081579,Low Risk
63953,0,0.224183685,39,0,0.439944134,7875.0,10,0,1,0,2.0,0,Elevated (40-60%),30-39,0.35358627086077904,Medium Risk
63954,0,0.027394515,79,0,1416.0,5400.0,15,0,1,0,0.0,0,Very High (>100%),70+,0.1498087184974235,Low Risk
63955,0,0.076468583,27,1,134.0,5400.0,5,0,0,0,0.0,1,Very High (>100%),18-29,0.3074377728972309,Medium Risk
63956,0,0.265544578,46,0,0.473830243,7928.0,7,0,2,0,2.0,0,Elevated (40-60%),40-49,0.3523489278007886,Medium Risk
63957,0,0.062346336,29,0,0.291382114,3074.0,8,0,0,0,2.0,0,Moderate (20-40%),18-29,0.29242391865697176,Medium Risk
63958,0,0.757030387,48,0,1.055631868,4367.0,9,0,2,0,1.0,0,Very High (>100%),40-49,0.6413541081769931,High Risk
63959,0,0.041265769,45,0,0.388534425,10500.0,8,0,2,0,2.0,0,Moderate (20-40%),40-49,0.24410426777617827,Medium Risk
63960,0,0.302420302,34,0,0.417173103,5100.0,11,0,0,0,1.0,0,Elevated (40-60%),30-39,0.4003890695583979,Medium Risk
63961,0,0.0,61,0,1308.0,0.0,7,0,1,0,1.0,0,Very High (>100%),60-69,0.17212270396852103,Low Risk
63962,0,0.770879037,41,1,0.552286423,8462.0,12,0,2,0,3.0,1,Elevated (40-60%),40-49,0.7410708785508997,High Risk
63963,0,0.233538323,28,0,266.0,5400.0,4,0,0,0,0.0,0,Very High (>100%),18-29,0.32659374775569544,Medium Risk
63964,0,0.9999999,57,2,1715.0,5400.0,4,2,2,0,0.0,4,Very High (>100%),50-59,0.8279005598679675,High Risk
63965,0,0.033105474,37,0,0.423063192,2800.0,4,0,1,0,1.0,0,Elevated (40-60%),30-39,0.2433932171285848,Medium Risk
63966,0,0.774086379,35,0,131.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),30-39,0.5887946837816921,High Risk
63967,0,0.029343661,52,2,0.168966207,5000.0,7,0,0,0,1.0,2,Low (<20%),50-59,0.2640078825864667,Medium Risk
63968,0,0.092407321,62,0,2342.0,5400.0,18,0,2,0,0.0,0,Very High (>100%),60-69,0.24174216246171934,Medium Risk
63969,0,0.023783847,39,0,1110.0,5400.0,6,0,1,0,0.0,0,Very High (>100%),30-39,0.21659878430412058,Medium Risk
63970,0,0.099300142,65,0,0.130908049,3490.0,5,0,0,0,0.0,0,Low (<20%),60-69,0.16711456982143894,Low Risk
63971,0,0.885087763,53,1,0.357101849,8708.0,6,0,2,0,0.0,1,Moderate (20-40%),50-59,0.6911984919354013,High Risk
63972,0,0.755339971,54,0,0.314195139,5677.0,10,0,1,0,0.0,0,Moderate (20-40%),50-59,0.580982789032294,High Risk
63973,0,0.053144261,59,0,0.011996001,3000.0,2,0,0,0,0.0,0,Low (<20%),50-59,0.15625439958282275,Low Risk
63974,0,0.017869533,61,0,0.011247188,4000.0,10,0,0,0,1.0,0,Low (<20%),60-69,0.17530018181851004,Low Risk
63975,0,1.02606137,44,1,4749.0,5400.0,10,0,2,0,0.0,1,Very High (>100%),40-49,0.7669385950623718,High Risk
63976,0,0.616913328,60,0,0.186255059,12600.0,14,0,1,0,0.0,0,Low (<20%),50-59,0.47234576920931237,Medium Risk
63977,0,0.063981387,56,0,0.198254799,2864.0,17,0,0,0,0.0,0,Low (<20%),50-59,0.2369984297912994,Medium Risk
63978,0,0.337710819,49,0,0.372872197,3700.0,10,0,0,0,3.0,0,Moderate (20-40%),40-49,0.3756061925452559,Medium Risk
63979,0,0.509083031,62,0,0.354252049,3903.0,6,0,0,0,0.0,0,Moderate (20-40%),60-69,0.35898005930448035,Medium Risk
63980,0,0.500622779,43,0,0.253792805,13841.0,14,0,0,0,1.0,0,Moderate (20-40%),40-49,0.45651614374245947,Medium Risk
63981,0,0.934005832,50,0,0.679432057,10000.0,13,0,2,0,0.0,0,High (60-100%),40-49,0.71711231566061,High Risk
63982,0,0.034019714,81,0,0.00869414,5750.0,4,0,0,0,0.0,0,Low (<20%),70+,0.1081605288076337,Low Risk
63983,0,0.013802826,60,0,0.294570066,6500.0,6,0,1,0,0.0,0,Moderate (20-40%),50-59,0.1633895475984572,Low Risk
63984,0,0.9999999,69,0,0.244630955,4050.0,2,0,0,0,0.0,0,Moderate (20-40%),60-69,0.5790046731097735,High Risk
63985,0,0.026191186,61,0,0.466441695,2666.0,7,0,1,0,1.0,0,Elevated (40-60%),60-69,0.18508524191290598,Low Risk
63986,0,0.435599299,64,0,0.234642255,4150.0,13,0,0,0,0.0,0,Moderate (20-40%),60-69,0.35746383027272893,Medium Risk
63987,0,0.358579174,63,0,759.0,5400.0,6,0,0,0,0.0,0,Very High (>100%),60-69,0.2652511521619916,Medium Risk
63988,0,0.186466184,47,0,0.183812329,9846.0,11,0,1,0,1.0,0,Low (<20%),40-49,0.29340189645321857,Medium Risk
63989,0,0.021660004,49,0,0.222636982,7500.0,14,0,2,0,0.0,0,Moderate (20-40%),40-49,0.2502715103397388,Medium Risk
63990,0,0.388567992,54,0,2116.0,5400.0,9,0,2,0,0.0,0,Very High (>100%),50-59,0.36279798699338417,Medium Risk
63991,0,0.016395917,66,0,0.365991818,9532.0,9,0,2,0,2.0,0,Moderate (20-40%),60-69,0.18088797929166636,Low Risk
63992,0,0.034586521,43,0,0.257622516,8100.0,6,0,2,0,3.0,0,Moderate (20-40%),40-49,0.25264559977912615,Medium Risk
63993,0,0.971932896,50,1,0.291028935,8950.0,9,0,2,0,1.0,1,Moderate (20-40%),40-49,0.7655806836322209,High Risk
63994,0,0.005984268,51,0,0.686586985,7529.0,23,0,2,0,1.0,0,High (60-100%),50-59,0.29590220864370553,Medium Risk
63995,0,0.066322944,57,0,0.328192962,5057.0,8,0,2,0,0.0,0,Moderate (20-40%),50-59,0.2202983062877238,Medium Risk
63996,0,0.412671436,64,0,0.488386402,6500.0,5,0,2,0,0.0,0,Elevated (40-60%),60-69,0.33269583242922435,Medium Risk
63997,0,0.001673285,60,0,0.011235955,9166.0,6,0,1,0,0.0,0,Low (<20%),50-59,0.15312975633687503,Low Risk
63998,0,0.9999999,51,0,0.0,5400.0,3,0,0,0,0.0,0,Low (<20%),50-59,0.6546301924631185,High Risk
63999,0,0.097445687,50,1,0.00959808,3333.0,1,0,0,0,0.0,1,Low (<20%),40-49,0.2247148850898876,Medium Risk
64000,0,0.029010776,61,0,1293.5,1.0,21,0,2,0,0.0,0,Very High (>100%),60-69,0.26399948180423033,Medium Risk
64001,0,0.156628112,41,0,0.643343935,2200.0,7,0,1,0,0.0,0,High (60-100%),40-49,0.29744949937864185,Medium Risk
64002,0,0.775225513,48,1,0.548816407,9166.0,15,0,2,0,5.0,1,Elevated (40-60%),40-49,0.7490886440497048,High Risk
64003,0,0.114094295,49,2,2373.0,5400.0,6,0,1,0,0.0,2,Very High (>100%),40-49,0.292927890290576,Medium Risk
64004,0,0.001113896,44,0,0.300477792,5650.0,6,0,2,0,0.0,0,Moderate (20-40%),40-49,0.22165409195792155,Medium Risk
64005,0,0.123750961,89,0,4.0,5400.0,3,0,0,0,0.0,0,Very High (>100%),70+,0.11257324401089844,Low Risk
64006,0,0.238268379,64,0,2048.0,5400.0,8,0,1,0,0.0,0,Very High (>100%),60-69,0.2273693207429538,Medium Risk
64007,0,0.077528564,57,0,0.259893229,11800.0,6,0,2,0,1.0,0,Moderate (20-40%),50-59,0.2011081038760132,Medium Risk
64008,0,0.530253826,63,0,0.886526273,4890.0,12,1,3,0,0.0,1,High (60-100%),60-69,0.5399118403616624,High Risk
64009,0,0.9999999,28,0,0.176173437,4750.0,4,0,1,0,0.0,0,Low (<20%),18-29,0.767560178991936,High Risk
64010,1,0.221254463,51,1,1.353706625,7607.0,18,0,4,0,4.0,1,Very High (>100%),50-59,0.5122607069993775,High Risk
64011,1,0.522537306,49,1,0.373148656,14583.0,10,0,2,0,2.0,1,Moderate (20-40%),40-49,0.5307361650963945,High Risk
64012,0,0.146917426,44,0,0.42802965,5800.0,4,0,2,0,1.0,0,Elevated (40-60%),40-49,0.28132312236088963,Medium Risk
64013,0,0.042481231,62,0,0.777222421,2800.0,12,0,1,0,1.0,0,High (60-100%),60-69,0.2110048744569648,Medium Risk
64014,0,0.009140016,49,0,0.245672508,9300.0,7,0,1,0,5.0,0,Moderate (20-40%),40-49,0.21905970415439133,Medium Risk
64015,0,0.10841486,61,0,0.155867331,16250.0,7,0,2,0,0.0,0,Low (<20%),60-69,0.18683157097474312,Low Risk
64016,0,0.214315187,46,0,0.148914633,8890.0,7,0,1,0,3.0,0,Low (<20%),40-49,0.3068537289338196,Medium Risk
64017,0,0.781968946,48,1,0.827261688,6587.0,19,0,2,0,0.0,1,High (60-100%),40-49,0.7448618349012102,High Risk
64018,0,0.173330252,57,0,1643.0,5400.0,9,0,2,0,1.0,0,Very High (>100%),50-59,0.25959060119531313,Medium Risk
64019,0,0.013580426,74,0,0.002981366,8049.0,4,0,0,0,0.0,0,Low (<20%),70+,0.11142480841285714,Low Risk
64020,0,0.177051938,45,0,0.183035714,8959.0,8,0,1,0,2.0,0,Low (<20%),40-49,0.2897951458251112,Medium Risk
64021,0,0.191739119,57,5,0.589037123,6895.0,19,0,2,0,0.0,5,Elevated (40-60%),50-59,0.6045292822556118,High Risk
64022,1,0.37321564,45,5,3274.0,5400.0,11,1,1,3,0.0,9,Very High (>100%),40-49,0.8082301274600887,High Risk
64023,0,0.0,68,0,1.213988343,1200.0,9,0,2,0,0.0,0,Very High (>100%),60-69,0.18070078666118217,Low Risk
64024,0,0.049613598,69,0,1603.0,5400.0,6,0,1,0,1.0,0,Very High (>100%),60-69,0.14914277587483488,Low Risk
64025,0,0.02318917,57,0,3806.0,5400.0,14,0,2,0,0.0,0,Very High (>100%),50-59,0.194956239107541,Low Risk
64026,0,0.040366047,42,0,0.1669913,7700.0,6,0,1,0,3.0,0,Low (<20%),40-49,0.23938590926555325,Medium Risk
64027,0,0.109008712,62,0,1.299141477,11181.0,8,0,4,0,0.0,0,Very High (>100%),60-69,0.2413543219872065,Medium Risk
64028,0,0.236472867,34,0,0.408448944,8000.0,11,0,2,0,0.0,0,Elevated (40-60%),30-39,0.39390895825695293,Medium Risk
64029,0,0.04283233,58,0,0.076276997,5833.0,7,0,0,0,0.0,0,Low (<20%),50-59,0.16810755157218382,Low Risk
64030,0,0.939722897,68,2,0.098220171,4550.0,3,0,0,0,0.0,2,Low (<20%),60-69,0.6593254393088606,High Risk
64031,0,0.284170021,36,1,0.53457757,6000.0,8,0,0,0,4.0,1,Elevated (40-60%),30-39,0.4397585148686467,Medium Risk
64032,0,0.281791078,37,0,0.283274875,10833.0,11,0,2,0,2.0,0,Moderate (20-40%),30-39,0.41348868490533314,Medium Risk
64033,0,0.008584543,49,0,0.215432896,10833.0,7,0,1,0,0.0,0,Moderate (20-40%),40-49,0.1820809294116738,Low Risk
64034,0,0.011024724,47,0,0.149713864,5416.0,8,0,1,0,2.0,0,Low (<20%),40-49,0.22229255785613533,Medium Risk
64035,0,0.694841588,57,0,0.49529093,7750.0,9,0,1,0,0.0,0,Elevated (40-60%),50-59,0.5165879057982383,High Risk
64036,0,0.9999999,40,0,0.837236307,5166.0,5,0,1,0,4.0,0,High (60-100%),30-39,0.7625171641105113,High Risk
64037,0,0.0,25,1,0.436303081,1200.0,6,0,0,0,0.0,1,Elevated (40-60%),18-29,0.30138007427451025,Medium Risk
64038,0,0.025074373,76,0,0.258099352,8333.0,6,0,1,0,2.0,0,Moderate (20-40%),70+,0.13691487847918418,Low Risk
64039,0,0.159684032,36,0,177.0,5400.0,5,0,0,0,0.0,0,Very High (>100%),30-39,0.26864009542566075,Medium Risk
64040,0,0.888971264,56,0,0.47635707,8860.0,13,0,3,0,0.0,0,Elevated (40-60%),50-59,0.7007417914151519,High Risk
64041,0,0.534273981,83,0,0.358656537,2500.0,7,0,0,0,0.0,0,Moderate (20-40%),70+,0.3024757754656837,Medium Risk
64042,0,0.015198439,86,0,0.041916168,500.0,8,0,0,0,0.0,0,Low (<20%),70+,0.11623532653660694,Low Risk
64043,0,0.776376979,53,0,0.492346404,9537.0,9,0,2,0,4.0,0,Elevated (40-60%),50-59,0.6375234177112251,High Risk
64044,1,0.739109153,29,3,0.094322551,4420.0,7,0,0,0,0.0,3,Low (<20%),18-29,0.7721619797668323,High Risk
64045,0,0.047989654,63,0,0.303339715,4700.0,10,0,1,0,2.0,0,Moderate (20-40%),60-69,0.20159714363972586,Medium Risk
64046,0,0.001326329,62,0,0.30506556,10600.0,8,0,2,0,1.0,0,Moderate (20-40%),60-69,0.17305955143637153,Low Risk
64047,0,0.52173913,70,0,0.296778191,1613.0,8,0,0,0,0.0,0,Moderate (20-40%),60-69,0.356455549444334,Medium Risk
64048,0,0.000288882,81,0,3071.0,5400.0,13,0,1,0,0.0,0,Very High (>100%),70+,0.12034323906897504,Low Risk
64049,0,0.244729606,62,0,2255.0,5400.0,3,0,1,0,0.0,0,Very High (>100%),60-69,0.2090364074061166,Medium Risk
64050,0,0.094571878,78,0,52.0,5400.0,3,0,0,0,0.0,0,Very High (>100%),70+,0.1254302988288119,Low Risk
64051,0,0.670526837,54,0,0.357366345,7350.0,12,0,1,0,1.0,0,Moderate (20-40%),50-59,0.5492538734073282,High Risk
64052,0,0.107857295,64,0,0.421403466,8250.0,23,0,2,0,0.0,0,Elevated (40-60%),60-69,0.2865432103909009,Medium Risk
64053,0,0.828689508,31,0,0.071309563,3000.0,5,0,0,0,0.0,0,Low (<20%),30-39,0.6671153887418207,High Risk
64054,0,0.972805439,59,1,336.0,5400.0,2,0,0,0,0.0,1,Very High (>100%),50-59,0.6477037390604075,High Risk
64055,0,0.607542498,44,0,0.347849535,7416.0,12,0,2,0,0.0,0,Moderate (20-40%),40-49,0.5733065726659218,High Risk
64056,0,0.040139197,72,0,1904.0,5400.0,6,0,1,0,1.0,0,Very High (>100%),70+,0.13780115644160665,Low Risk
64057,1,0.802649669,31,0,0.108786611,2389.0,13,0,0,0,1.0,0,Low (<20%),30-39,0.7148699466150517,High Risk
64058,0,0.453153425,58,0,0.336540275,5300.0,11,0,0,0,0.0,0,Moderate (20-40%),50-59,0.37297776641766756,Medium Risk
64059,0,0.543031271,35,0,1.307414607,3600.0,7,0,2,0,1.0,0,Very High (>100%),30-39,0.5666787690724192,High Risk
64060,0,0.9999999,22,0,138.0,5400.0,1,0,0,0,0.0,0,Very High (>100%),18-29,0.7470390001092004,High Risk
64061,0,0.04317312,60,0,0.032878293,5200.0,9,0,0,0,1.0,0,Low (<20%),50-59,0.17898114115983962,Low Risk
64062,0,0.265929602,59,0,0.484703059,6667.0,14,0,1,0,1.0,0,Elevated (40-60%),50-59,0.31873565082250427,Medium Risk
64063,0,0.06139693,77,0,0.034351145,1047.0,2,0,0,0,0.0,0,Low (<20%),70+,0.12479661799518418,Low Risk
64064,0,0.274015285,50,0,0.337648827,8650.0,10,0,1,0,2.0,0,Moderate (20-40%),40-49,0.33290593240712485,Medium Risk
64065,0,0.165073989,45,0,0.170184403,4500.0,7,0,0,0,0.0,0,Low (<20%),40-49,0.2569020687439213,Medium Risk
64066,0,0.971504148,40,0,0.241536923,7000.0,10,0,0,0,0.0,0,Moderate (20-40%),30-39,0.7193149531539036,High Risk
64067,0,0.000124415,59,0,1659.0,5400.0,8,0,1,0,1.0,0,Very High (>100%),50-59,0.16443388416429885,Low Risk
64068,0,0.625966251,40,0,0.043387199,48700.0,11,0,2,0,0.0,0,Low (<20%),30-39,0.40674225085386884,Medium Risk
64069,0,0.476931867,37,0,0.06663705,2250.0,2,0,0,0,0.0,0,Low (<20%),30-39,0.42525667730300687,Medium Risk
64070,0,0.689517997,54,0,0.467803587,3400.0,6,0,1,0,1.0,0,Elevated (40-60%),50-59,0.5348142423837448,High Risk
64071,0,0.432398036,55,0,0.044644729,4770.0,3,0,0,0,0.0,0,Low (<20%),50-59,0.32340488218423646,Medium Risk
64072,0,0.028614944,67,0,0.99050095,10000.0,12,0,3,0,0.0,0,High (60-100%),60-69,0.19914357803905597,Low Risk
64073,0,0.005866782,60,0,10.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),50-59,0.1348925217309467,Low Risk
64074,0,0.01904736,54,0,0.226602674,5833.0,10,0,2,0,0.0,0,Moderate (20-40%),50-59,0.21805605678406453,Medium Risk
64075,0,0.21752085,44,0,0.370407751,14861.0,7,0,2,0,3.0,0,Moderate (20-40%),40-49,0.3160682698588778,Medium Risk
64076,0,0.9999999,55,0,286.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),50-59,0.6279231339482425,High Risk
64077,0,0.004603108,74,0,0.398224477,4730.0,6,0,1,0,0.0,0,Moderate (20-40%),70+,0.13374655618116138,Low Risk
64078,1,0.961345625,43,0,557.0,5400.0,5,3,0,0,0.0,3,Very High (>100%),40-49,0.7993316264793884,High Risk
64079,0,0.607696152,37,1,0.648171501,7136.0,4,0,3,0,2.0,1,High (60-100%),30-39,0.6464638819660571,High Risk
64080,0,0.669533047,54,0,0.133637439,5918.0,8,0,0,0,1.0,0,Low (<20%),50-59,0.49882492024003156,Medium Risk
64081,0,0.506017159,48,0,0.262912363,3000.0,5,0,0,0,0.0,0,Moderate (20-40%),40-49,0.41255793447572475,Medium Risk
64082,1,0.9999999,51,0,0.008703481,3331.0,0,3,0,0,0.0,3,Low (<20%),50-59,0.7783734092659875,High Risk
64083,0,0.133775392,29,0,0.258802287,9968.0,6,0,2,0,0.0,0,Moderate (20-40%),18-29,0.31792841262486615,Medium Risk
64084,1,1.056647784,37,2,1.752579684,4360.0,10,1,4,1,0.0,4,Very High (>100%),30-39,0.9287437732614854,High Risk
64085,0,0.052157176,38,0,0.31358885,6600.0,7,0,1,0,2.0,0,Moderate (20-40%),30-39,0.2593358568541956,Medium Risk
64086,0,0.02449755,35,0,0.289618397,6000.0,7,0,1,0,0.0,0,Moderate (20-40%),30-39,0.24403790129310915,Medium Risk
64087,0,0.0,47,0,0.236935756,10677.0,4,0,1,0,2.0,0,Moderate (20-40%),40-49,0.18378764276838416,Low Risk
64088,1,0.927301041,66,2,0.326618379,4417.0,6,1,0,0,0.0,3,Moderate (20-40%),60-69,0.7267943647797896,High Risk
64089,0,0.34775284,33,1,0.081383723,5000.0,7,0,0,1,0.0,2,Low (<20%),30-39,0.5020540417612137,High Risk
64090,0,0.051122957,70,0,1753.0,5400.0,14,0,1,0,0.0,0,Very High (>100%),60-69,0.17199029497370982,Low Risk
64091,0,0.010936816,44,1,1.21604778,3850.0,13,0,3,0,2.0,1,Very High (>100%),40-49,0.35804669720274274,Medium Risk
64092,0,0.995002499,34,3,0.29406953,2444.0,4,0,0,0,1.0,3,Moderate (20-40%),30-39,0.8476740875034102,High Risk
64093,0,1.411532678,81,0,0.615732218,5974.0,7,0,1,0,1.0,0,High (60-100%),70+,0.7899265579966924,High Risk
64094,0,0.005640325,57,0,3447.0,5400.0,13,0,3,0,0.0,0,Very High (>100%),50-59,0.20469650674668458,Medium Risk
64095,0,1.475083056,25,1,385.0,5400.0,2,0,0,0,0.0,1,Very High (>100%),18-29,0.914572222803288,High Risk
64096,0,0.385713635,62,0,0.490125823,12000.0,15,0,1,0,0.0,0,Elevated (40-60%),60-69,0.344570328495531,Medium Risk
64097,0,0.164012247,51,3,0.472795497,5329.0,15,0,2,0,1.0,3,Elevated (40-60%),50-59,0.4934714640196264,Medium Risk
64098,0,0.625317684,43,0,0.619420893,6250.0,11,0,1,0,3.0,0,High (60-100%),40-49,0.5884818913607645,High Risk
64099,0,0.176776695,39,0,0.647600446,3583.0,12,0,2,0,0.0,0,High (60-100%),30-39,0.3664617695941759,Medium Risk
64100,0,0.007872173,51,0,0.001499925,6666.0,9,0,0,0,0.0,0,Low (<20%),50-59,0.18029873583683692,Low Risk
64101,0,0.037278557,45,0,936.0,5400.0,6,0,0,0,2.0,0,Very High (>100%),40-49,0.20122262457766954,Medium Risk
64102,0,0.282912196,40,0,0.233925217,16500.0,6,0,2,0,2.0,0,Moderate (20-40%),30-39,0.3431787372352045,Medium Risk
64103,0,0.967690325,28,0,0.15164369,6600.0,5,0,0,0,0.0,0,Low (<20%),18-29,0.732016063873679,High Risk
64104,0,0.89927066,65,2,0.4986,4999.0,11,0,2,0,0.0,2,Elevated (40-60%),60-69,0.7433390663877234,High Risk
64105,0,0.286414471,52,0,0.578883199,4100.0,13,0,1,0,3.0,0,Elevated (40-60%),50-59,0.379820230123515,Medium Risk
64106,0,0.63796946,85,1,0.389017074,6500.0,19,0,1,0,0.0,1,Moderate (20-40%),70+,0.49455988362805586,Medium Risk
64107,0,0.006646508,68,0,546.0,5400.0,8,0,0,0,0.0,0,Very High (>100%),60-69,0.13542814215369264,Low Risk
64108,0,0.51625,28,1,0.123432711,3588.0,6,0,0,2,1.0,3,Low (<20%),18-29,0.6784796332247892,High Risk
64109,0,0.0,62,0,0.415178571,5375.0,7,0,1,0,1.0,0,Elevated (40-60%),60-69,0.16653872630161035,Low Risk
64110,0,0.040279194,62,0,60.0,5400.0,5,0,0,0,0.0,0,Very High (>100%),60-69,0.15069786557993534,Low Risk
64111,0,0.362213987,67,0,0.493090268,3400.0,7,0,1,0,1.0,0,Elevated (40-60%),60-69,0.3056760335553774,Medium Risk
64112,0,0.304710654,65,0,0.219307097,2972.0,6,0,0,0,0.0,0,Moderate (20-40%),60-69,0.2515575713232445,Medium Risk
64113,0,0.160864522,53,0,1148.0,5400.0,14,0,0,0,0.0,0,Very High (>100%),50-59,0.25118970726135936,Medium Risk
64114,0,0.913928973,42,0,0.249675032,10000.0,9,0,2,0,0.0,0,Moderate (20-40%),40-49,0.7125295193135395,High Risk
64115,0,0.027485729,71,1,0.016396721,5000.0,13,0,0,0,0.0,1,Low (<20%),70+,0.18981460891995117,Low Risk
64116,0,0.484130354,54,0,0.431818182,7083.0,11,0,1,0,1.0,0,Elevated (40-60%),50-59,0.4354433525971171,Medium Risk
64117,0,0.9999999,75,0,24.0,5400.0,1,0,0,0,0.0,0,Very High (>100%),70+,0.5394115623848238,High Risk
64118,0,0.9999999,39,1,0.061492313,5333.0,6,1,0,0,0.0,2,Low (<20%),30-39,0.7994844843168782,High Risk
64119,0,0.014797822,45,0,0.281537048,6531.0,6,0,2,0,1.0,0,Moderate (20-40%),40-49,0.2283537042268154,Medium Risk
64120,1,0.873127734,34,0,1.96310241,2655.0,11,0,0,0,2.0,0,Very High (>100%),30-39,0.7324950658787373,High Risk
64121,0,0.035719269,74,0,0.093716302,10200.0,4,0,1,0,0.0,0,Low (<20%),70+,0.12407174030805314,Low Risk
64122,0,0.024865056,86,0,0.00552868,1446.0,6,0,0,0,0.0,0,Low (<20%),70+,0.11088939774740482,Low Risk
64123,0,0.001769095,39,0,0.086670973,9287.0,8,0,0,0,2.0,0,Low (<20%),30-39,0.2118100956118932,Medium Risk
64124,0,0.337330579,62,0,0.392321271,6797.0,16,0,1,0,0.0,0,Moderate (20-40%),60-69,0.3473044280331787,Medium Risk
64125,0,0.096192967,56,0,0.329266335,6228.0,9,0,2,0,1.0,0,Moderate (20-40%),50-59,0.24435621783530787,Medium Risk
64126,0,0.092883729,71,0,0.157984954,10500.0,7,0,1,0,0.0,0,Low (<20%),70+,0.15616833062862276,Low Risk
64127,0,0.0,49,0,0.288285444,6333.0,10,0,1,0,4.0,0,Moderate (20-40%),40-49,0.23307956109068412,Medium Risk
64128,0,0.061348466,59,0,0.370795734,4875.0,12,0,2,0,0.0,0,Moderate (20-40%),50-59,0.23310941583843625,Medium Risk
64129,0,0.00801154,85,0,0.00299925,4000.0,5,0,0,0,0.0,0,Low (<20%),70+,0.10163308314329099,Low Risk
64130,0,0.024406955,69,0,2722.0,5400.0,7,0,2,0,0.0,0,Very High (>100%),60-69,0.14595405569038966,Low Risk
64131,0,0.9999999,37,0,2.0,5400.0,1,2,0,1,0.0,3,Very High (>100%),30-39,0.8165820243728724,High Risk
64132,0,0.9999999,28,1,155.0,5400.0,4,0,0,0,0.0,1,Very High (>100%),18-29,0.7834425417085974,High Risk
64133,1,0.421942327,44,1,0.369968717,4794.0,7,1,1,1,1.0,3,Moderate (20-40%),40-49,0.5898319826251591,High Risk
64134,0,0.038212314,83,0,458.0,5400.0,4,0,0,0,0.0,0,Very High (>100%),70+,0.10382506578170067,Low Risk
64135,1,0.664650863,38,3,0.474342009,6800.0,15,1,2,0,3.0,4,Elevated (40-60%),30-39,0.8377323611119467,High Risk
64136,0,0.115222435,68,0,0.099038187,10500.0,19,0,1,0,0.0,0,Low (<20%),60-69,0.22566259181587398,Medium Risk
64137,0,0.482505831,47,1,0.253898441,2500.0,6,2,0,0,1.0,3,Moderate (20-40%),40-49,0.5876757588120969,High Risk
64138,0,0.392796435,33,0,0.272010422,14583.0,12,0,2,0,0.0,0,Moderate (20-40%),30-39,0.46464431089477387,Medium Risk
64139,0,0.18537678,60,2,0.656113788,4358.0,16,0,2,0,0.0,2,High (60-100%),50-59,0.4133408878695988,Medium Risk
64140,1,1.042473454,35,2,0.028994201,5000.0,5,0,0,0,2.0,2,Low (<20%),30-39,0.8333791708796594,High Risk
64141,0,0.97087864,50,0,455.0,5400.0,2,0,0,0,0.0,0,Very High (>100%),40-49,0.6303364279417568,High Risk
64142,0,0.025953208,56,0,0.006856359,2916.0,4,0,0,0,0.0,0,Low (<20%),50-59,0.1628682451664507,Low Risk
64143,0,0.213961299,46,0,0.260719875,9584.0,5,0,1,0,0.0,0,Moderate (20-40%),40-49,0.26742706744806,Medium Risk
64144,0,0.156339456,53,0,0.213527009,11014.0,10,0,1,0,2.0,0,Moderate (20-40%),50-59,0.25643917086604695,Medium Risk
64145,0,0.002941138,65,0,0.318740066,6920.0,11,0,3,0,0.0,0,Moderate (20-40%),60-69,0.19960376780854389,Low Risk
64146,0,0.020610714,62,0,431.0,5400.0,9,0,0,0,0.0,0,Very High (>100%),60-69,0.157089124185777,Low Risk
64147,0,0.0,50,1,0.351605693,8500.0,8,0,3,0,2.0,1,Moderate (20-40%),40-49,0.27978922873156437,Medium Risk
64148,0,0.030325293,40,0,22.0,5400.0,3,0,0,0,0.0,0,Very High (>100%),30-39,0.1944121062851045,Low Risk
64149,1,0.334430682,46,2,0.546132641,6166.0,14,0,1,0,0.0,2,Elevated (40-60%),40-49,0.5102550739523297,High Risk
64150,0,0.752512374,59,0,0.066479953,6783.0,5,0,0,0,0.0,0,Low (<20%),50-59,0.4891677860859369,Medium Risk
64151,0,0.944403177,52,0,0.647847343,6340.0,12,1,3,0,2.0,1,High (60-100%),50-59,0.7973439380649839,High Risk
64152,0,0.010928007,51,0,0.146681025,13000.0,32,0,1,0,0.0,0,Low (<20%),50-59,0.300735181346391,Medium Risk
64153,0,0.217929165,26,0,0.306564479,3000.0,4,0,1,0,0.0,0,Moderate (20-40%),18-29,0.3646164528979461,Medium Risk
64154,0,0.715174406,33,1,0.123492523,2072.0,4,1,0,0,4.0,2,Low (<20%),30-39,0.7290244995424141,High Risk
64155,1,0.985002586,56,4,0.428350356,3230.0,6,2,1,0,0.0,6,Elevated (40-60%),50-59,0.8895387382597449,High Risk
